"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"No","4",0.9468,0.821,0.5913,0.4926,0.0854,0.113,0.15,0.1752,13,10,7,7,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"No","5",1,0.7765,0.4676,0.2335,0,0.1081,0.169,0.1289,16,12,7,3,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"Yes","1",0.4738,0.2099,0.0508,0.0162,0.047,0.0362,0.022,0.0156,304,127,24,6,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"Yes","2",0.5622,0.2452,0.0595,0.0128,0.0348,0.0273,0.0146,0.0073,360,150,34,9,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"Yes","3",0.6434,0.3073,0.0686,0.0128,0.0296,0.0335,0.0132,0.0072,357,154,36,4,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"Yes","4",0.7185,0.3661,0.0901,0.0208,0.0299,0.0307,0.0161,0.0086,444,232,57,13,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"Yes","5",0.7569,0.4317,0.1443,0.0504,0.0336,0.0353,0.0257,0.0197,392,225,75,21,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"No","1",0.48,0.1541,0.0072,0,0.1234,0.0734,0.0243,0,17,7,0,0,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"No","2",0.4982,0.2663,0.1214,0,0.1145,0.1251,0.0898,0,13,7,2,0,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"No","3",0.6503,0.3832,0.0193,0,0.119,0.1509,0.0318,0,22,11,0,0,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"No","4",0.5718,0.2426,0.0832,0.0096,0.1447,0.0894,0.0925,0.0316,17,8,1,1,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Female",,"No","5",0.8172,0.4383,0.0637,0,0.1406,0.2129,0.0984,0,13,6,1,0,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"Yes","1",0.3054,0.1134,0.0446,0.0171,0.0451,0.0281,0.0175,0.0085,142,49,15,5,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"Yes","2",0.4655,0.2058,0.0752,0.031,0.0457,0.0397,0.0302,0.013,254,104,33,12,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"Yes","3",0.6001,0.2813,0.0893,0.0235,0.0404,0.0427,0.023,0.0102,306,128,40,8,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"Yes","4",0.6566,0.3771,0.1199,0.0296,0.0395,0.0471,0.031,0.0109,295,158,48,10,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"Yes","5",0.6818,0.3995,0.1154,0.0464,0.0465,0.0443,0.0308,0.0156,355,187,50,19,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"No","1",0.3028,0.0579,0,0,0.1236,0.0563,0,0,10,1,0,0,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"No","2",0.3765,0.2365,0.0512,0.0257,0.1127,0.1021,0.0585,0.0327,12,6,1,1,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"No","3",0.3964,0.1217,0.0089,0,0.1124,0.0676,0.0291,0,13,6,0,0,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"No","4",0.6178,0.4135,0.0022,0,0.1356,0.1617,0.005,0,11,8,0,0,,,,,,,,,,,,
"EGY",2019,8,"Primary","TIMSS","Egypt",818,"Sex & Language & Wealth","Male",,"No","5",0.8309,0.2363,0.1294,0.0323,0.1673,0.171,0.1439,0.0994,8,2,1,1,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Female",,"Yes","1",0.9219,0.7393,0.279,0.0601,0.0286,0.0481,0.0807,0.0315,84,64,24,7,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Female",,"Yes","2",0.9108,0.6814,0.3394,0.1448,0.0609,0.0905,0.0829,0.0562,65,48,22,6,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Female",,"Yes","3",0.975,0.8401,0.5239,0.3004,0.0198,0.0442,0.0592,0.0401,128,113,64,36,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Female",,"Yes","4",1,0.8951,0.6078,0.3863,0,0.0424,0.0703,0.0683,65,54,38,25,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Female",,"Yes","5",0.9898,0.9511,0.7164,0.3338,0.0104,0.034,0.0904,0.0912,64,63,45,24,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Male",,"Yes","1",0.923,0.6274,0.3041,0.1383,0.0363,0.0949,0.0715,0.059,73,53,23,8,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Male",,"Yes","2",0.9735,0.8366,0.5544,0.3124,0.0265,0.0595,0.0838,0.0912,67,59,32,18,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Male",,"Yes","3",0.9937,0.8546,0.5744,0.3173,0.0098,0.0332,0.0612,0.0634,106,90,58,31,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Male",,"Yes","4",1,0.9324,0.6644,0.377,0,0.035,0.0984,0.1208,45,41,27,20,,,,,,,,,,,,
"England",2019,8,"Primary","TIMSS","England",926,"Sex & Language & Wealth","Male",,"Yes","5",0.9792,0.9268,0.7587,0.5371,0.0205,0.0443,0.093,0.101,49,46,37,29,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Female",,"Yes","1",0.8647,0.5069,0.1218,0.0233,0.0272,0.0376,0.0214,0.0111,255,149,34,7,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Female",,"Yes","2",0.9599,0.6869,0.2196,0.0762,0.0139,0.0304,0.0284,0.0161,320,225,68,24,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Female",,"Yes","3",0.9642,0.7582,0.3123,0.1111,0.0141,0.0255,0.0303,0.0169,403,318,125,46,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Female",,"Yes","4",0.9954,0.8596,0.4822,0.1672,0.0055,0.0354,0.0406,0.031,229,202,106,38,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Female",,"Yes","5",0.9867,0.9146,0.5557,0.2124,0.0109,0.0206,0.036,0.0381,211,198,119,49,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Male",,"Yes","1",0.8325,0.4651,0.1286,0.0299,0.0329,0.0385,0.0224,0.0098,261,149,46,11,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Male",,"Yes","2",0.9181,0.6533,0.2724,0.1116,0.0212,0.0267,0.0306,0.0202,279,192,84,36,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Male",,"Yes","3",0.9534,0.7462,0.3199,0.1041,0.0137,0.0253,0.0262,0.019,449,356,160,45,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Male",,"Yes","4",0.9732,0.8572,0.494,0.2219,0.0144,0.0289,0.0327,0.027,236,212,125,52,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Male",,"Yes","5",0.9784,0.8487,0.5125,0.2086,0.0146,0.0342,0.0468,0.0366,181,158,91,36,,,,,,,,,,,,
"FIN",2019,8,"Primary","TIMSS","Finland",246,"Sex & Language & Wealth","Male",,"No","3",1,0.6887,0.199,0.0398,0,0.2542,0.1872,0.1285,6,5,1,0,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Female",,"Yes","1",0.7539,0.3102,0.0379,0.0019,0.0491,0.0428,0.0238,0.0056,162,67,7,0,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Female",,"Yes","2",0.874,0.4626,0.083,0.0115,0.0324,0.0361,0.0218,0.0068,237,132,24,4,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Female",,"Yes","3",0.8856,0.5298,0.1054,0.0168,0.0293,0.0433,0.0274,0.0101,196,126,27,3,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Female",,"Yes","4",0.9626,0.6929,0.2265,0.0564,0.0154,0.043,0.0368,0.0195,199,149,52,13,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Female",,"Yes","5",0.9839,0.8245,0.3773,0.0957,0.013,0.0332,0.0476,0.0284,199,169,78,21,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Female",,"No","2",0.6341,0.1437,0,0,0.2904,0.1159,0,0,3,2,0,0,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Male",,"Yes","1",0.7767,0.3135,0.0591,0.0036,0.0301,0.0426,0.0241,0.0057,170,72,19,0,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Male",,"Yes","2",0.9124,0.5659,0.1384,0.0201,0.0236,0.0381,0.0265,0.0121,191,120,27,3,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Male",,"Yes","3",0.9234,0.5943,0.1538,0.0326,0.0292,0.042,0.03,0.0137,183,122,29,6,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Male",,"Yes","4",0.962,0.7332,0.3011,0.092,0.021,0.0412,0.0395,0.0273,194,145,60,15,,,,,,,,,,,,
"FRA",2019,8,"Primary","TIMSS","France",250,"Sex & Language & Wealth","Male",,"Yes","5",0.9942,0.8675,0.4923,0.1843,0.0078,0.0293,0.0515,0.04,217,194,119,42,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"Yes","1",0.4977,0.1153,0.005,0,0.0305,0.0243,0.0044,0,239,50,4,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"Yes","2",0.458,0.1052,0.0134,0.0059,0.0378,0.0228,0.0072,0.0041,191,46,6,2,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"Yes","3",0.5064,0.1431,0.0166,4e-04,0.0344,0.0274,0.0073,0.0015,234,74,7,1,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"Yes","4",0.6502,0.2809,0.0444,0.0167,0.0321,0.0334,0.017,0.0101,246,100,20,6,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"Yes","5",0.8103,0.5035,0.1958,0.0568,0.0229,0.0357,0.0285,0.0188,373,225,79,25,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"No","1",0.2467,0.0417,0.0052,0,0.0798,0.0401,0.0173,0,11,2,0,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"No","2",0.3525,0.091,0,0,0.1314,0.09,0,0,7,3,0,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"No","3",0.3902,0.0917,0,0,0.1431,0.0939,0,0,7,1,0,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"No","4",0.6867,0.3368,0,0,0.1906,0.2263,0,0,5,2,0,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Female",,"No","5",0.6809,0.3833,0.0391,0.0196,0.173,0.1415,0.0838,0.0639,8,4,1,1,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"Yes","1",0.4588,0.1283,0.0295,0.0041,0.0501,0.025,0.0142,0.0061,136,37,9,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"Yes","2",0.4708,0.1337,0.0153,0.002,0.0322,0.0244,0.0098,0.0032,162,51,3,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"Yes","3",0.5152,0.1409,0.0137,0,0.0372,0.0286,0.0102,0,190,52,6,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"Yes","4",0.547,0.1547,0.0374,0.0106,0.033,0.0259,0.0108,0.0073,192,52,14,2,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"Yes","5",0.7405,0.3712,0.1337,0.0399,0.0319,0.0426,0.0263,0.0137,261,119,41,11,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"No","1",0.4118,0.0751,0,0,0.0883,0.0505,0,0,17,3,0,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"No","2",0.4253,0.0495,0,0,0.1027,0.0457,0,0,18,1,0,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"No","3",0.4073,0.1206,0,0,0.0915,0.0651,0,0,17,4,0,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"No","4",0.5481,0.2764,0.1026,0.0248,0.1192,0.0869,0.097,0.0532,11,6,2,0,,,,,,,,,,,,
"Gauteng, RSA (9)",2019,8,"Primary","TIMSS","Gauteng, RSA (9)",710003,"Sex & Language & Wealth","Male",,"No","5",0.5816,0.1631,0,0,0.1967,0.1497,0,0,7,1,0,0,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Female",,"Yes","1",0.4884,0.1315,0.0137,0.0063,0.0857,0.0556,0.0132,0.0059,37,15,3,2,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Female",,"Yes","2",0.6273,0.341,0.0829,0.0282,0.0905,0.0743,0.0369,0.0231,62,38,8,3,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Female",,"Yes","3",0.8554,0.4446,0.0862,0.0235,0.0641,0.0727,0.0397,0.0278,67,38,6,1,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Female",,"Yes","4",0.8018,0.5033,0.199,0.0644,0.0647,0.0871,0.0601,0.0297,76,51,18,7,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Female",,"Yes","5",0.879,0.6524,0.2778,0.0789,0.0611,0.0886,0.0516,0.0426,81,61,25,5,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Male",,"Yes","1",0.4786,0.1872,0.0459,0.0072,0.0676,0.0561,0.0306,0.009,46,18,4,0,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Male",,"Yes","2",0.6861,0.3322,0.0929,0.013,0.0835,0.0684,0.0381,0.0147,63,31,10,1,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Male",,"Yes","3",0.7178,0.3828,0.1246,0.0446,0.0836,0.0873,0.0498,0.0333,61,34,10,2,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Male",,"Yes","4",0.882,0.6798,0.2275,0.0574,0.0507,0.0638,0.0535,0.0305,78,61,21,6,,,,,,,,,,,,
"GEO",2019,8,"Primary","TIMSS","Georgia",268,"Sex & Language & Wealth","Male",,"Yes","5",0.9166,0.7073,0.2836,0.1095,0.0583,0.0964,0.0738,0.0464,71,60,26,9,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Female",,"Yes","1",0.9764,0.8224,0.5466,0.3032,0.0251,0.0544,0.0576,0.0568,108,90,64,39,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Female",,"Yes","2",0.9835,0.8605,0.6497,0.3796,0.0191,0.0431,0.0524,0.0511,92,80,61,38,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Female",,"Yes","3",0.9814,0.9399,0.7506,0.4621,0.0231,0.0398,0.086,0.0778,72,68,62,36,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Female",,"Yes","4",0.9939,0.97,0.7676,0.5293,0.0096,0.0162,0.0613,0.0557,113,110,90,57,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Female",,"Yes","5",1,0.9912,0.8649,0.5973,0,0.0147,0.1113,0.0989,57,56,50,35,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Female",,"No","4",1,0.8925,0.6277,0.4086,0,0.1777,0.2616,0.3202,6,5,4,2,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Male",,"Yes","1",0.9455,0.8729,0.6419,0.4238,0.0313,0.0475,0.0534,0.0656,123,116,83,57,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Male",,"Yes","2",0.9867,0.9001,0.6335,0.4166,0.0156,0.0467,0.068,0.0647,110,102,73,56,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Male",,"Yes","3",0.9723,0.9328,0.7304,0.5235,0.0297,0.0307,0.0966,0.082,71,66,54,44,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Male",,"Yes","4",0.9766,0.9345,0.7988,0.5921,0.016,0.0303,0.0576,0.0633,121,115,98,72,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Male",,"Yes","5",1,0.9982,0.9295,0.8106,0,0.0058,0.0499,0.0932,84,84,79,66,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Male",,"No","2",1,1,1,0.8648,0,0,0,0.2225,6,6,6,5,,,,,,,,,,,,
"HKG",2019,8,"Primary","TIMSS","Hong Kong",344,"Sex & Language & Wealth","Male",,"No","4",1,0.9738,0.7448,0.6184,0,0.085,0.1928,0.1977,9,9,7,6,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Female",,"Yes","1",0.7604,0.3684,0.1072,0.0233,0.0503,0.0506,0.0252,0.0124,149,82,24,6,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Female",,"Yes","2",0.9209,0.6516,0.2471,0.1063,0.0347,0.0542,0.0548,0.0387,110,77,34,13,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Female",,"Yes","3",0.987,0.8097,0.4319,0.1787,0.0128,0.0363,0.0433,0.0336,230,190,106,48,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Female",,"Yes","4",0.9976,0.8822,0.5488,0.2799,0.0052,0.0503,0.0645,0.0663,132,120,80,41,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Female",,"Yes","5",0.9972,0.9375,0.621,0.3031,0.0047,0.0303,0.0598,0.0683,128,120,76,34,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Male",,"Yes","1",0.8263,0.5421,0.1812,0.0615,0.0375,0.0495,0.0473,0.0245,169,111,38,11,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Male",,"Yes","2",0.9629,0.7339,0.2718,0.101,0.0197,0.0568,0.0574,0.03,109,79,37,13,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Male",,"Yes","3",0.9882,0.8564,0.5281,0.2472,0.0109,0.0345,0.0617,0.0491,173,152,95,46,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Male",,"Yes","4",1,0.9628,0.6976,0.4193,0,0.0231,0.0603,0.0826,88,85,59,38,,,,,,,,,,,,
"HUN",2019,8,"Primary","TIMSS","Hungary",348,"Sex & Language & Wealth","Male",,"Yes","5",0.9972,0.9367,0.74,0.5184,0.0045,0.0225,0.0636,0.0665,154,147,120,81,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"Yes","1",0.8883,0.5519,0.1577,0.0295,0.0253,0.0347,0.0252,0.0127,259,172,50,10,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"Yes","2",0.9733,0.82,0.3188,0.099,0.0144,0.0365,0.0379,0.024,246,203,81,25,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"Yes","3",0.994,0.8852,0.4434,0.1479,0.0064,0.026,0.042,0.0381,263,234,121,30,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"Yes","4",0.9948,0.9056,0.4696,0.1673,0.0062,0.0234,0.0466,0.0284,302,274,143,48,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"Yes","5",1,0.9662,0.6779,0.333,0,0.0136,0.0389,0.0436,286,278,197,84,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"No","1",0.7612,0.5195,0.2169,0.0216,0.215,0.1886,0.1474,0.0708,9,6,2,1,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"No","2",0.643,0.5065,0.0179,0,0.2761,0.255,0.0609,0,7,6,0,0,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"No","3",0.7564,0.4944,0.1566,0.062,0.2423,0.1986,0.1686,0.0859,5,3,2,0,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"No","4",1,0.9424,0.7172,0.4461,0,0.0991,0.2348,0.1783,7,7,4,2,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Female",,"No","5",1,0.8768,0.3827,0,0,0.1539,0.3081,0,7,6,1,0,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Male",,"Yes","1",0.8822,0.5844,0.2037,0.0444,0.0266,0.0396,0.0321,0.0169,303,197,63,12,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Male",,"Yes","2",0.9726,0.7925,0.3616,0.0936,0.0135,0.0395,0.0438,0.0295,243,194,94,25,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Male",,"Yes","3",0.9706,0.8208,0.4566,0.1699,0.0128,0.0274,0.0402,0.0283,292,246,135,49,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Male",,"Yes","4",0.993,0.9234,0.6237,0.3187,0.0083,0.0234,0.0385,0.0437,248,226,156,75,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Male",,"Yes","5",0.9997,0.9474,0.695,0.3539,0.0011,0.0167,0.0409,0.0427,273,256,184,87,,,,,,,,,,,,
"IRL",2019,8,"Primary","TIMSS","Ireland",372,"Sex & Language & Wealth","Male",,"No","1",0.6691,0.4685,0.0471,0.0094,0.1712,0.1701,0.0472,0.0313,8,5,1,0,,,,,,,,,,,,
