"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Language","Location","Wealth","mlevel2_m","mlevel3_m","mlevel4_m","mlevel2_se","mlevel3_se","mlevel4_se","mlevel2_no","mlevel3_no","mlevel4_no","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no","slevel2_m","slevel3_m","slevel4_m","slevel2_se","slevel3_se","slevel4_se","slevel2_no","slevel3_no","slevel4_no"
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.5087,0.1008,0.0153,0.0576,0.0258,0.0088,171,41,8
"CHL",2013,6,"Primary","TERCE","Chile",152,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.7789,0.4425,0.2149,0.0163,0.0222,0.019,1588,1006,548
"CHL",2013,6,"Primary","TERCE","Chile",152,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.7207,0.3274,0.1061,0.0449,0.0373,0.0139,409,202,71
"CHL",2013,6,"Primary","TERCE","Chile",152,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.8288,0.4859,0.2357,0.0132,0.0211,0.0172,1703,1131,633
"CHL",2013,6,"Primary","TERCE","Chile",152,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.7519,0.3277,0.1151,0.0449,0.034,0.0236,459,213,78
"COL",2013,6,"Primary","TERCE","Colombia",170,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.7724,0.342,0.1058,0.0236,0.0324,0.0163,1112,575,226
"COL",2013,6,"Primary","TERCE","Colombia",170,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.6729,0.2112,0.0517,0.0319,0.0277,0.0159,599,197,51
"COL",2013,6,"Primary","TERCE","Colombia",170,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.7792,0.3058,0.0832,0.0343,0.0245,0.0188,1110,516,164
"COL",2013,6,"Primary","TERCE","Colombia",170,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.6231,0.173,0.0313,0.0369,0.0248,0.0094,525,150,30
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.8489,0.4061,0.136,0.0184,0.019,0.0107,1421,748,301
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.7731,0.3138,0.0891,0.1664,0.1143,0.0581,129,59,15
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.8338,0.351,0.1017,0.0156,0.0218,0.0089,1378,666,219
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.7916,0.3334,0.1023,0.1007,0.0779,0.0965,123,47,11
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.3147,0.0272,0.0036,0.0259,0.006,0.0035,438,42,3
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.2108,0.0148,0.0011,0.0333,0.0073,0.0023,130,8,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.3451,0.0251,0.0012,0.0283,0.0114,8e-04,465,37,4
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.2648,0.0088,0,0.0452,0.0069,0,162,8,0
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.6877,0.2706,0.0759,0.024,0.0249,0.0139,1567,631,168
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.5874,0.1909,0.063,0.0483,0.0458,0.0336,397,139,38
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.6518,0.2131,0.0465,0.0297,0.0235,0.009,1313,435,88
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.6167,0.2024,0.0442,0.0446,0.0396,0.0147,386,129,30
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.7709,0.2892,0.0867,0.0309,0.0362,0.0209,592,177,52
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.4698,0.0629,0.005,0.0282,0.0087,0.0021,872,149,19
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.672,0.1826,0.0414,0.0325,0.0241,0.0164,530,127,27
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.4215,0.0399,0.0039,0.0316,0.0084,0.0022,672,89,8
"HND",2013,6,"Primary","TERCE","Honduras",340,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.5684,0.1422,0.0302,0.0457,0.0279,0.007,604,228,67
"HND",2013,6,"Primary","TERCE","Honduras",340,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.4127,0.069,0.0108,0.0244,0.012,0.0064,502,68,8
"HND",2013,6,"Primary","TERCE","Honduras",340,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.6096,0.1366,0.0252,0.0496,0.0257,0.0079,679,229,60
"HND",2013,6,"Primary","TERCE","Honduras",340,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.4307,0.058,0.0052,0.0257,0.0184,0.0057,462,56,5
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.7919,0.3461,0.0955,0.0189,0.0225,0.0109,1144,588,211
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.6102,0.1612,0.0268,0.0456,0.0319,0.0112,292,65,10
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.8155,0.3192,0.0712,0.0175,0.0174,0.0128,1108,535,154
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.6289,0.1514,0.0128,0.0418,0.0292,0.0078,289,71,8
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.5983,0.1207,0.0144,0.0337,0.0191,0.0073,549,122,17
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.4208,0.0431,0.0022,0.032,0.0129,0.0024,436,60,6
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.5674,0.1012,0.0115,0.0317,0.0165,0.0047,602,125,15
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.392,0.0277,0.0019,0.0369,0.0102,0.0021,441,41,3
"NLE",2013,6,"Primary","TERCE","NLE",,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.8206,0.3773,0.1157,0.0193,0.0239,0.0118,1350,654,208
"NLE",2013,6,"Primary","TERCE","NLE",,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.6815,0.199,0.0404,0.038,0.0283,0.0109,361,115,25
"NLE",2013,6,"Primary","TERCE","NLE",,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.84,0.3668,0.0993,0.0131,0.018,0.0107,1333,622,186
"NLE",2013,6,"Primary","TERCE","NLE",,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.7286,0.2127,0.0285,0.0292,0.0274,0.009,416,115,19
"PAN",2013,6,"Primary","TERCE","Panama",591,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.5958,0.1739,0.0357,0.0328,0.0189,0.0103,554,211,67
"PAN",2013,6,"Primary","TERCE","Panama",591,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.3486,0.0605,0.0081,0.0237,0.0123,0.0034,363,71,6
"PAN",2013,6,"Primary","TERCE","Panama",591,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.6786,0.201,0.0489,0.0334,0.0204,0.0124,674,273,85
"PAN",2013,6,"Primary","TERCE","Panama",591,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.3885,0.0759,0.0099,0.0222,0.014,0.0051,399,82,5
"PER",2013,6,"Primary","TERCE","Peru",604,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.7081,0.233,0.0576,0.0246,0.0192,0.0085,1282,514,159
"PER",2013,6,"Primary","TERCE","Peru",604,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.3212,0.0308,0.0023,0.0434,0.0152,0.0026,224,18,1
"PER",2013,6,"Primary","TERCE","Peru",604,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.6962,0.2209,0.0416,0.0266,0.0186,0.0074,1195,482,114
"PER",2013,6,"Primary","TERCE","Peru",604,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.2578,0.0375,0.0038,0.055,0.0263,0.0105,140,12,0
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.4817,0.116,0.0206,0.0451,0.0276,0.0071,594,166,31
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.2658,0.0387,0.0073,0.038,0.015,0.0058,177,25,2
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.4994,0.1142,0.0221,0.0472,0.0287,0.0102,603,160,29
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.3212,0.0474,0.0101,0.0335,0.0123,0.0062,201,28,5
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.6863,0.3139,0.1105,0.0383,0.0248,0.0149,1240,535,195
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.7471,0.419,0.2496,0.0429,0.0781,0.0809,130,49,12
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.6775,0.2991,0.0947,0.0411,0.0379,0.0206,1318,552,187
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.8556,0.4787,0.2867,0.0541,0.1451,0.1938,124,45,13
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Male","","",1,,,,,,,,,,,,,,,,,,,0.4367,0.088,0.0132,0.0473,0.0279,0.0086,174,27,4
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Male","","",2,,,,,,,,,,,,,,,,,,,0.5283,0.1533,0.0318,0.0399,0.0363,0.0129,208,63,11
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Male","","",3,,,,,,,,,,,,,,,,,,,0.6207,0.1863,0.0447,0.0381,0.0259,0.0149,213,69,19
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Male","","",4,,,,,,,,,,,,,,,,,,,0.6373,0.2201,0.0539,0.0352,0.0268,0.0158,231,80,19
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Male","","",5,,,,,,,,,,,,,,,,,,,0.7884,0.3239,0.1,0.0357,0.0376,0.0233,268,122,41
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Female","","",1,,,,,,,,,,,,,,,,,,,0.4373,0.0658,0.0145,0.0491,0.0174,0.0092,164,39,8
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Female","","",2,,,,,,,,,,,,,,,,,,,0.5411,0.1267,0.017,0.046,0.0261,0.0134,197,52,1
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Female","","",3,,,,,,,,,,,,,,,,,,,0.6436,0.2031,0.0438,0.0562,0.0322,0.0152,244,78,21
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Female","","",4,,,,,,,,,,,,,,,,,,,0.6727,0.2351,0.0552,0.045,0.033,0.0146,228,89,20
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex & Wealth","Female","","",5,,,,,,,,,,,,,,,,,,,0.8182,0.3623,0.1147,0.0338,0.0443,0.0299,323,153,51
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Male","","",1,,,,,,,,,,,,,,,,,,,0.4223,0.0631,0.0081,0.0476,0.02,0.0069,141,19,2
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Male","","",2,,,,,,,,,,,,,,,,,,,0.5489,0.1059,0.0136,0.0417,0.0287,0.0115,146,30,7
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Male","","",3,,,,,,,,,,,,,,,,,,,0.6324,0.1924,0.0477,0.0443,0.037,0.0182,209,55,15
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Male","","",4,,,,,,,,,,,,,,,,,,,0.699,0.2579,0.056,0.04,0.0533,0.0208,228,87,27
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Male","","",5,,,,,,,,,,,,,,,,,,,0.8609,0.4246,0.1529,0.0376,0.043,0.0368,237,134,52
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Female","","",1,,,,,,,,,,,,,,,,,,,0.4824,0.0896,0.0085,0.0483,0.0278,0.0084,138,27,4
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Female","","",2,,,,,,,,,,,,,,,,,,,0.5359,0.0988,0.0175,0.049,0.022,0.0107,172,35,6
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Female","","",3,,,,,,,,,,,,,,,,,,,0.6085,0.1381,0.0242,0.0381,0.0351,0.0102,196,52,13
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Female","","",4,,,,,,,,,,,,,,,,,,,0.7459,0.2239,0.0408,0.0507,0.0456,0.0114,249,96,22
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex & Wealth","Female","","",5,,,,,,,,,,,,,,,,,,,0.8459,0.4433,0.149,0.0314,0.0482,0.037,294,160,47
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Male","","",1,,,,,,,,,,,,,,,,,,,0.6925,0.3083,0.0902,0.0311,0.0391,0.0167,397,198,57
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Male","","",2,,,,,,,,,,,,,,,,,,,0.7188,0.333,0.1414,0.032,0.0325,0.0221,371,186,82
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Male","","",3,,,,,,,,,,,,,,,,,,,0.7813,0.449,0.2136,0.0329,0.0324,0.0284,392,227,113
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Male","","",4,,,,,,,,,,,,,,,,,,,0.848,0.5547,0.2906,0.0225,0.0358,0.0284,411,277,157
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Male","","",5,,,,,,,,,,,,,,,,,,,0.9083,0.6415,0.4033,0.0264,0.0332,0.0449,426,320,210
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Female","","",1,,,,,,,,,,,,,,,,,,,0.7157,0.3042,0.1101,0.0261,0.033,0.0184,423,171,66
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Female","","",2,,,,,,,,,,,,,,,,,,,0.7946,0.4075,0.1587,0.0317,0.0342,0.0242,375,191,71
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Female","","",3,,,,,,,,,,,,,,,,,,,0.8467,0.4853,0.2091,0.0291,0.0389,0.0262,415,233,110
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Female","","",4,,,,,,,,,,,,,,,,,,,0.8974,0.5871,0.3059,0.024,0.0423,0.0354,472,342,182
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex & Wealth","Female","","",5,,,,,,,,,,,,,,,,,,,0.9123,0.7013,0.4632,0.0216,0.0411,0.0511,477,407,282
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Male","","",1,,,,,,,,,,,,,,,,,,,0.6479,0.1634,0.0335,0.0504,0.0478,0.021,278,69,13
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Male","","",2,,,,,,,,,,,,,,,,,,,0.7112,0.2446,0.0704,0.0589,0.0495,0.032,318,90,19
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Male","","",3,,,,,,,,,,,,,,,,,,,0.7792,0.3298,0.0837,0.0379,0.0396,0.034,369,150,35
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Male","","",4,,,,,,,,,,,,,,,,,,,0.7891,0.3913,0.1053,0.0426,0.0365,0.0347,362,189,70
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Male","","",5,,,,,,,,,,,,,,,,,,,0.9558,0.6671,0.3125,0.0182,0.0508,0.0456,384,274,140
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Female","","",1,,,,,,,,,,,,,,,,,,,0.6031,0.1537,0.0323,0.0468,0.0398,0.0227,265,54,8
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Female","","",2,,,,,,,,,,,,,,,,,,,0.6787,0.211,0.0416,0.047,0.042,0.0157,304,99,17
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Female","","",3,,,,,,,,,,,,,,,,,,,0.7542,0.2365,0.0532,0.0586,0.0391,0.0227,318,114,28
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Female","","",4,,,,,,,,,,,,,,,,,,,0.8471,0.3735,0.0988,0.057,0.0604,0.0303,373,172,51
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex & Wealth","Female","","",5,,,,,,,,,,,,,,,,,,,0.8997,0.5043,0.1813,0.0388,0.0408,0.0345,375,227,90
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Male","","",1,,,,,,,,,,,,,,,,,,,0.7207,0.2211,0.0417,0.0331,0.0293,0.0137,298,101,16
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Male","","",2,,,,,,,,,,,,,,,,,,,0.8339,0.3371,0.0689,0.0356,0.0432,0.019,294,118,28
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Male","","",3,,,,,,,,,,,,,,,,,,,0.8922,0.4106,0.1273,0.0229,0.0387,0.0236,281,133,47
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Male","","",4,,,,,,,,,,,,,,,,,,,0.9158,0.5082,0.189,0.0237,0.0337,0.029,347,201,88
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Male","","",5,,,,,,,,,,,,,,,,,,,0.939,0.6944,0.3512,0.0239,0.0366,0.0343,330,254,137
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Female","","",1,,,,,,,,,,,,,,,,,,,0.7272,0.2009,0.0364,0.0384,0.0294,0.0131,273,80,17
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Female","","",2,,,,,,,,,,,,,,,,,,,0.7965,0.2826,0.0563,0.0347,0.0471,0.017,277,100,21
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Female","","",3,,,,,,,,,,,,,,,,,,,0.8529,0.3517,0.0916,0.0231,0.0347,0.0186,325,134,38
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Female","","",4,,,,,,,,,,,,,,,,,,,0.9163,0.455,0.1431,0.0239,0.0483,0.0275,293,171,59
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex & Wealth","Female","","",5,,,,,,,,,,,,,,,,,,,0.9436,0.6019,0.2615,0.0255,0.0379,0.0349,333,228,95
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Male","","",1,,,,,,,,,,,,,,,,,,,0.1202,6e-04,0,0.0221,0.0013,0,51,0,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Male","","",2,,,,,,,,,,,,,,,,,,,0.21,0.0067,9e-04,0.0332,0.0057,0.0026,78,2,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Male","","",3,,,,,,,,,,,,,,,,,,,0.2812,0.0281,0.0067,0.0342,0.0126,0.0121,108,8,1
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Male","","",4,,,,,,,,,,,,,,,,,,,0.3506,0.0384,0.0036,0.0553,0.0123,0.0036,130,13,1
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Male","","",5,,,,,,,,,,,,,,,,,,,0.5339,0.0526,0.0036,0.0442,0.0181,0.004,201,27,1
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Female","","",1,,,,,,,,,,,,,,,,,,,0.1706,0.002,0,0.0325,0.0029,0,58,0,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Female","","",2,,,,,,,,,,,,,,,,,,,0.2687,0.006,0,0.044,0.006,0,104,6,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Female","","",3,,,,,,,,,,,,,,,,,,,0.2962,0.0087,0,0.0353,0.0119,0,101,2,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Female","","",4,,,,,,,,,,,,,,,,,,,0.3659,0.0227,0,0.0433,0.0164,0,139,7,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex & Wealth","Female","","",5,,,,,,,,,,,,,,,,,,,0.5346,0.0664,0.0044,0.0538,0.0262,0.003,225,30,4
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Male","","",1,,,,,,,,,,,,,,,,,,,0.4872,0.112,0.0268,0.0401,0.0262,0.0149,274,65,13
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Male","","",2,,,,,,,,,,,,,,,,,,,0.6045,0.1952,0.0587,0.0388,0.0313,0.0254,347,96,16
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Male","","",3,,,,,,,,,,,,,,,,,,,0.6976,0.2578,0.0528,0.0366,0.0416,0.0201,380,141,30
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Male","","",4,,,,,,,,,,,,,,,,,,,0.7741,0.2979,0.076,0.0336,0.0304,0.0216,440,182,52
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Male","","",5,,,,,,,,,,,,,,,,,,,0.8974,0.5189,0.1972,0.0181,0.0329,0.0312,523,286,95
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Female","","",1,,,,,,,,,,,,,,,,,,,0.4892,0.0876,0.0071,0.0287,0.0198,0.007,264,46,6
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Female","","",2,,,,,,,,,,,,,,,,,,,0.5611,0.1158,0.0184,0.034,0.0213,0.0093,287,56,9
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Female","","",3,,,,,,,,,,,,,,,,,,,0.6733,0.2245,0.0403,0.047,0.0498,0.0165,320,102,15
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Female","","",4,,,,,,,,,,,,,,,,,,,0.7716,0.2934,0.0611,0.0388,0.0368,0.0183,428,138,21
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex & Wealth","Female","","",5,,,,,,,,,,,,,,,,,,,0.8736,0.4828,0.1571,0.0279,0.0362,0.0264,400,222,67
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Male","","",1,,,,,,,,,,,,,,,,,,,0.3673,0.0302,8e-04,0.0334,0.0104,0.0016,165,16,1
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Male","","",2,,,,,,,,,,,,,,,,,,,0.4588,0.052,0.0032,0.0538,0.0173,0.005,217,21,2
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Male","","",3,,,,,,,,,,,,,,,,,,,0.5247,0.0653,0.0021,0.0399,0.0187,0.0023,266,35,1
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Male","","",4,,,,,,,,,,,,,,,,,,,0.6425,0.1241,0.0132,0.0313,0.0248,0.012,356,63,7
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Male","","",5,,,,,,,,,,,,,,,,,,,0.8526,0.4051,0.1359,0.0253,0.0374,0.0311,460,191,60
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Female","","",1,,,,,,,,,,,,,,,,,,,0.2755,0.0185,0,0.033,0.0122,0,104,8,0
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Female","","",2,,,,,,,,,,,,,,,,,,,0.4013,0.0196,0.002,0.0496,0.0098,0.0029,172,9,1
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Female","","",3,,,,,,,,,,,,,,,,,,,0.4699,0.0415,0.0013,0.0548,0.0168,0.0022,223,16,1
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Female","","",4,,,,,,,,,,,,,,,,,,,0.5553,0.0728,0.0123,0.0419,0.0182,0.0097,291,38,5
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex & Wealth","Female","","",5,,,,,,,,,,,,,,,,,,,0.8076,0.2813,0.0663,0.0276,0.0361,0.025,412,145,28
"HND",2013,6,"Primary","TERCE","Honduras",340,"Sex & Wealth","Male","","",1,,,,,,,,,,,,,,,,,,,0.3731,0.0476,0.0068,0.0335,0.0112,0.0067,151,13,3
"HND",2013,6,"Primary","TERCE","Honduras",340,"Sex & Wealth","Male","","",2,,,,,,,,,,,,,,,,,,,0.4122,0.0656,0.0085,0.0335,0.0178,0.0079,171,18,3
"HND",2013,6,"Primary","TERCE","Honduras",340,"Sex & Wealth","Male","","",3,,,,,,,,,,,,,,,,,,,0.471,0.0747,0.0095,0.0417,0.0217,0.0089,196,28,4
