"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Location & Wealth","","Rural","Yes",4,1,0.9449,0.4251,0,0.1114,0.2154,14,14,8
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Urban","Yes",1,0.9291,0.6139,0.1591,0.0113,0.0262,0.0159,700,454,126
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Urban","Yes",2,0.979,0.8017,0.3035,0.009,0.0208,0.0261,712,580,227
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Urban","Yes",3,0.9818,0.8453,0.4368,0.0093,0.0202,0.0294,707,619,317
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Urban","Yes",4,0.9942,0.9204,0.5491,0.0031,0.0148,0.0246,707,653,387
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Urban","Yes",5,0.9979,0.9548,0.656,0.003,0.0108,0.0263,728,700,474
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Rural","Yes",1,0.9651,0.6574,0.15,0.0506,0.1046,0.0827,38,24,6
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Rural","Yes",2,0.9792,0.8191,0.3831,0.044,0.0857,0.0707,49,38,18
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Rural","Yes",3,1,0.9247,0.4858,0,0.0418,0.0817,58,53,25
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Rural","Yes",4,0.9918,0.9027,0.5255,0.0132,0.0459,0.0864,44,40,24
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Location & Wealth","","Rural","Yes",5,1,0.9776,0.7916,0,0.0294,0.1278,20,19,18
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Urban","Yes",1,0.7748,0.3553,0.0378,0.0304,0.0346,0.0145,448,213,17
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Urban","Yes",2,0.8114,0.3906,0.0514,0.0235,0.0356,0.012,503,241,36
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Urban","Yes",3,0.828,0.4392,0.0801,0.025,0.0396,0.0216,534,295,44
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Urban","Yes",4,0.8854,0.5101,0.0816,0.0223,0.0302,0.0195,606,351,60
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Urban","Yes",5,0.9228,0.6235,0.1485,0.0153,0.0273,0.0262,622,436,92
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Rural","Yes",1,0.8683,0.5288,0.1505,0.0575,0.0813,0.0562,89,58,14
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Rural","Yes",2,0.8213,0.5121,0.2002,0.0711,0.0852,0.0842,67,42,15
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Rural","Yes",3,0.857,0.6495,0.192,0.0875,0.0945,0.0795,38,30,11
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Rural","Yes",4,0.9285,0.6358,0.1398,0.0754,0.1966,0.1172,18,14,2
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Location & Wealth","","Rural","Yes",5,0.9548,0.7988,0.4096,0.0485,0.0889,0.1481,22,19,10
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Urban","Yes",1,0.88,0.5009,0.0757,0.0289,0.0369,0.0161,445,262,47
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Urban","Yes",2,0.9324,0.6295,0.1524,0.0219,0.0358,0.0232,469,324,76
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Urban","Yes",3,0.9523,0.7759,0.2622,0.0147,0.0263,0.0361,450,365,117
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Urban","Yes",4,0.9863,0.8448,0.3809,0.0097,0.0249,0.0331,476,407,183
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Urban","Yes",5,0.9933,0.9076,0.5284,0.0048,0.0228,0.0306,481,444,255
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Rural","Yes",1,0.7776,0.3389,0.0141,0.1572,0.1022,0.0334,28,11,1
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Rural","Yes",2,0.9572,0.7964,0.2592,0.0541,0.0898,0.0687,42,38,12
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Rural","Yes",3,0.9937,0.7934,0.2695,0.0104,0.0635,0.082,56,45,14
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Rural","Yes",4,0.9879,0.8863,0.4188,0.0148,0.0519,0.0885,57,50,21
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Location & Wealth","","Rural","Yes",5,0.9832,0.8851,0.492,0.0392,0.0493,0.0938,51,46,25
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Language & Location & Wealth","","Urban","Yes",1,0.8534,0.5455,0.2085,0.0272,0.0484,0.0389,785,490,178
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Language & Location & Wealth","","Urban","Yes",2,0.97,0.8025,0.4008,0.0066,0.0193,0.0258,901,740,380
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Language & Location & Wealth","","Urban","Yes",3,0.9867,0.8848,0.5249,0.005,0.0151,0.0256,937,850,509
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Language & Location & Wealth","","Urban","Yes",4,0.9904,0.9327,0.6376,0.0042,0.0113,0.0279,931,881,616
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Language & Location & Wealth","","Urban","Yes",5,0.9967,0.9511,0.7592,0.003,0.0094,0.0209,912,877,721
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Urban","Yes",1,0.5076,0.1433,0.0242,0.0512,0.0325,0.0146,100,27,2
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Urban","Yes",2,0.5526,0.2399,0.033,0.0378,0.0368,0.0129,169,81,7
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Urban","Yes",3,0.6495,0.2991,0.0523,0.0385,0.0293,0.0177,207,96,16
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Urban","Yes",4,0.7603,0.4247,0.1221,0.0294,0.0366,0.0246,274,154,43
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Urban","Yes",5,0.9445,0.7869,0.4446,0.0153,0.0378,0.0549,348,283,151
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Rural","Yes",1,0.243,0.0351,0.0057,0.0534,0.0188,0.0056,50,8,1
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Rural","Yes",2,0.3371,0.1163,0.0021,0.0659,0.0353,0.0071,37,11,0
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Rural","Yes",3,0.4967,0.1717,0.03,0.0839,0.0552,0.0239,38,11,2
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Rural","Yes",4,0.8019,0.3725,0.0421,0.0834,0.0874,0.0374,32,17,2
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Location & Wealth","","Rural","Yes",5,0.8592,0.5905,0.1508,0.0676,0.0812,0.0767,29,19,5
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Urban","Yes",1,0.9654,0.8036,0.3859,0.0064,0.0157,0.0187,2855,2285,1018
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Urban","Yes",2,0.9781,0.8445,0.4642,0.007,0.0144,0.0197,2929,2507,1339
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Urban","Yes",3,0.9874,0.8895,0.5477,0.004,0.0142,0.0175,2965,2595,1541
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Urban","Yes",4,0.9921,0.933,0.6284,0.0024,0.008,0.0194,3102,2841,1836
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Urban","Yes",5,0.9963,0.9487,0.705,0.0024,0.0084,0.0183,3144,2976,2174
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Rural","Yes",1,0.9525,0.7978,0.3721,0.0258,0.06,0.0864,357,272,110
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Rural","Yes",2,0.9462,0.7959,0.4768,0.03,0.0475,0.0566,306,252,121
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Rural","Yes",3,0.9848,0.8557,0.5226,0.0195,0.0537,0.1049,264,217,115
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Rural","Yes",4,0.9941,0.9439,0.6193,0.0062,0.0309,0.1021,196,170,100
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Location & Wealth","","Rural","Yes",5,0.9831,0.9208,0.5958,0.0381,0.0516,0.0889,146,127,84
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Location & Wealth","","Urban","Yes",1,0.9685,0.8118,0.4058,0.0137,0.0272,0.0301,476,413,215
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Location & Wealth","","Urban","Yes",2,0.9821,0.8491,0.4953,0.0099,0.0214,0.0289,463,405,235
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Location & Wealth","","Urban","Yes",3,0.9851,0.8987,0.6079,0.0087,0.0192,0.0286,469,429,295
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Location & Wealth","","Urban","Yes",4,0.9902,0.9219,0.675,0.0071,0.0194,0.0304,467,440,328
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Location & Wealth","","Urban","Yes",5,0.9899,0.9221,0.6896,0.0064,0.0179,0.033,482,451,342
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Location & Wealth","","Rural","Yes",1,0.9854,0.9048,0.4144,0.0446,0.096,0.1075,11,10,4
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Location & Wealth","","Rural","Yes",2,1,0.9654,0.5825,0,0.0489,0.1488,20,18,10
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Location & Wealth","","Rural","Yes",3,1,0.9778,0.5947,0,0.0456,0.1243,13,13,6
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Location & Wealth","","Rural","Yes",4,1,0.9486,0.8156,0,0.0562,0.1244,12,11,10
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Urban","Yes",1,0.9528,0.777,0.4234,0.0138,0.0248,0.0334,590,461,226
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Urban","Yes",2,0.9776,0.8462,0.5067,0.0104,0.0322,0.0424,607,505,272
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Urban","Yes",3,0.9825,0.904,0.5858,0.0077,0.0195,0.0346,580,486,274
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Urban","Yes",4,0.9894,0.9274,0.6451,0.0063,0.0144,0.0294,623,557,357
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Urban","Yes",5,0.9971,0.9429,0.7118,0.0039,0.0134,0.0295,612,569,393
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Rural","Yes",1,0.9494,0.7681,0.4461,0.0643,0.2045,0.2482,13,6,3
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Rural","Yes",2,0.9065,0.6882,0.497,0.0907,0.1137,0.1708,16,9,7
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Rural","Yes",3,0.9945,0.8984,0.5698,0.0096,0.1013,0.1551,20,15,9
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Rural","Yes",4,0.9697,0.8867,0.6282,0.0684,0.0897,0.1945,11,8,5
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Location & Wealth","","Rural","Yes",5,0.993,0.9582,0.5161,0.0174,0.046,0.1831,14,11,6
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Urban","Yes",1,0.9642,0.7827,0.2948,0.0129,0.0241,0.0315,601,485,183
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Urban","Yes",2,0.9854,0.8339,0.3605,0.0102,0.0214,0.03,667,571,274
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Urban","Yes",3,0.99,0.8797,0.4733,0.0072,0.0232,0.0297,589,526,299
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Urban","Yes",4,0.9962,0.9278,0.5737,0.0037,0.0164,0.0261,612,564,356
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Urban","Yes",5,0.9969,0.9483,0.6399,0.0034,0.0125,0.0354,636,612,440
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Rural","Yes",1,0.9527,0.8595,0.375,0.0485,0.0765,0.1209,32,30,14
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Rural","Yes",2,0.9615,0.7779,0.4939,0.0319,0.0798,0.1289,38,31,19
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Rural","Yes",3,0.9615,0.8716,0.5142,0.0637,0.0877,0.1487,29,27,12
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Rural","Yes",4,1,0.9683,0.5673,0,0.0494,0.1449,24,24,12
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Location & Wealth","","Rural","Yes",5,1,0.9906,0.7924,0,0.0162,0.1169,16,15,12
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Location & Wealth","","Urban","Yes",1,0.6627,0.2483,0.0217,0.0374,0.0256,0.0088,309,110,10
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Location & Wealth","","Urban","Yes",2,0.7608,0.3581,0.0578,0.0327,0.0323,0.0133,400,187,35
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Location & Wealth","","Urban","Yes",3,0.8158,0.396,0.0912,0.0249,0.031,0.016,427,225,50
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Location & Wealth","","Urban","Yes",4,0.8409,0.5258,0.1467,0.0307,0.0454,0.0229,467,307,88
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Location & Wealth","","Urban","Yes",5,0.9428,0.7432,0.3504,0.0175,0.0422,0.0506,535,434,208
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Location & Wealth","","Rural","Yes",1,0.4206,0.065,0.0027,0.0746,0.0315,0.0038,50,12,0
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Location & Wealth","","Rural","Yes",2,0.5939,0.2942,0.0183,0.1105,0.1202,0.0368,22,10,1
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Location & Wealth","","Rural","Yes",3,0.7061,0.3764,0.0177,0.1409,0.1733,0.0552,11,7,0
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Location & Wealth","","Rural","Yes",4,0.7423,0.2304,0.0855,0.2258,0.1625,0.1365,10,3,1
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Urban","Yes",1,0.9633,0.7695,0.2804,0.0118,0.0258,0.0252,675,535,192
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Urban","Yes",2,0.987,0.8808,0.4488,0.0072,0.0162,0.0271,741,659,347
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Urban","Yes",3,0.9963,0.9336,0.5706,0.004,0.0134,0.0329,676,627,380
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Urban","Yes",4,0.9989,0.9551,0.6354,0.0018,0.0112,0.026,734,707,464
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Urban","Yes",5,0.998,0.9755,0.7527,0.0025,0.0085,0.0317,750,735,579
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Rural","Yes",1,0.9429,0.7053,0.2623,0.0308,0.0436,0.0552,100,76,32
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Rural","Yes",2,0.9917,0.8158,0.4408,0.0112,0.0422,0.051,113,91,53
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Rural","Yes",3,1,0.902,0.4858,0,0.0451,0.0955,72,65,36
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Rural","Yes",4,0.9979,0.9361,0.6508,0.0063,0.0346,0.0636,67,64,44
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Location & Wealth","","Rural","Yes",5,1,0.8395,0.5569,0,0.0787,0.0941,50,45,30
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Urban","Yes",1,0.9604,0.7414,0.2526,0.0145,0.0304,0.0254,433,342,113
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Urban","Yes",2,0.9903,0.8816,0.4239,0.0051,0.0179,0.0302,444,399,193
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Urban","Yes",3,0.9847,0.8971,0.534,0.0076,0.0175,0.0304,461,422,247
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Urban","Yes",4,0.9904,0.9472,0.6718,0.0059,0.0132,0.027,469,446,322
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Urban","Yes",5,0.9993,0.982,0.782,0.0015,0.0083,0.0256,443,435,343
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Rural","Yes",1,0.9844,0.8005,0.4429,0.0335,0.0671,0.1049,35,28,17
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Rural","Yes",2,0.9872,0.9088,0.5124,0.0268,0.0413,0.1115,29,27,16
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Rural","Yes",3,1,0.9503,0.5982,0,0.0423,0.0885,31,30,19
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Rural","Yes",4,1,0.9741,0.6822,0,0.0437,0.1289,26,26,16
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Location & Wealth","","Rural","Yes",5,1,1,0.8998,0,0,0.0913,13,13,11
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Urban","Yes",1,0.9686,0.7992,0.404,0.0076,0.0172,0.0233,675,553,276
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Urban","Yes",2,0.984,0.8811,0.4995,0.0064,0.0163,0.0282,699,629,356
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Urban","Yes",3,0.9953,0.9163,0.5997,0.0029,0.0125,0.0225,696,641,428
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Urban","Yes",4,0.9965,0.9474,0.6727,0.0027,0.0115,0.0187,811,782,555
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Urban","Yes",5,0.9991,0.9796,0.8211,0.0016,0.006,0.0186,616,602,504
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Rural","Yes",1,0.9732,0.7092,0.3061,0.0281,0.0725,0.0927,42,29,15
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Rural","Yes",2,1,0.9365,0.5308,0,0.0412,0.0839,37,34,21
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Rural","Yes",3,0.9851,0.8297,0.336,0.0241,0.0958,0.082,42,31,14
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Rural","Yes",4,1,0.933,0.6857,0,0.0472,0.0748,39,35,28
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Location & Wealth","","Rural","Yes",5,0.966,0.7492,0.6303,0.0536,0.1642,0.175,17,13,11
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Language & Location & Wealth","","Urban","Yes",1,0.5774,0.2789,0.0631,0.0239,0.0212,0.0134,419,198,42
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Language & Location & Wealth","","Urban","Yes",2,0.7603,0.4814,0.1689,0.0173,0.0205,0.0211,587,349,112
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Language & Location & Wealth","","Urban","Yes",3,0.845,0.6182,0.2821,0.0174,0.026,0.0294,681,481,207
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Language & Location & Wealth","","Urban","Yes",4,0.9134,0.7325,0.4097,0.0112,0.0232,0.0235,678,535,300
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Language & Location & Wealth","","Urban","Yes",5,0.9527,0.8464,0.544,0.0082,0.0171,0.0211,753,666,429
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Language & Location & Wealth","","Rural","Yes",1,0.7455,0.4364,0.1273,0.1513,0.1602,0.0956,8,3,2
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Language & Location & Wealth","","Urban","Yes",1,0.9146,0.6073,0.1809,0.0145,0.0224,0.0186,1216,815,244
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Language & Location & Wealth","","Urban","Yes",2,0.9534,0.7035,0.2516,0.0122,0.0201,0.0197,1393,1084,417
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Language & Location & Wealth","","Urban","Yes",3,0.9575,0.7774,0.3257,0.0114,0.025,0.0265,1177,965,426
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Language & Location & Wealth","","Urban","Yes",4,0.9696,0.8363,0.4174,0.0093,0.0185,0.0256,1429,1268,688
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Language & Location & Wealth","","Urban","Yes",5,0.9874,0.8891,0.5304,0.0066,0.0197,0.0309,1224,1123,709
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Language & Location & Wealth","","Rural","Yes",1,0.8579,0.5542,0.2588,0.1861,0.1953,0.2443,10,6,3
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Language & Location & Wealth","","Rural","Yes",2,1,0.7744,0.268,0,0.1649,0.2388,16,12,4
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Urban","Yes",1,0.983,0.8459,0.4245,0.0081,0.0181,0.0262,671,579,298
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Urban","Yes",2,0.9903,0.9072,0.5744,0.0044,0.0162,0.0263,696,638,408
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Urban","Yes",3,0.996,0.9331,0.6264,0.0027,0.0126,0.0195,716,672,449
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Urban","Yes",4,0.9943,0.9654,0.7577,0.0052,0.0088,0.0233,747,731,570
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Urban","Yes",5,0.9984,0.9781,0.8137,0.0015,0.0059,0.021,736,719,620
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Rural","Yes",1,0.9896,0.8931,0.5956,0.013,0.0321,0.0596,121,110,70
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Rural","Yes",2,0.9993,0.9464,0.628,0.0025,0.0279,0.0745,99,94,63
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Rural","Yes",3,1,0.9499,0.6433,0,0.0349,0.0751,86,81,56
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Rural","Yes",4,1,0.9657,0.7199,0,0.0411,0.0752,58,57,43
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Location & Wealth","","Rural","Yes",5,1,0.9943,0.8404,0,0.0095,0.0766,44,43,36
