"COUNTRY","year","grade","level","survey","iso_code3","iso_num","category","Wealth","Sex","Language","Location","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel1_se","rlevel2_se","rlevel1_no","rlevel2_no"
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",5,"Female","","Rural",,,,,,,,,,,,,0.9497,0.829,0.0323,0.0656,72,67
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",5,"Female","","Urban",,,,,,,,,,,,,0.9301,0.8194,0.0223,0.0302,366,324
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",5,"Male","","Rural",,,,,,,,,,,,,0.9186,0.7675,0.0425,0.0707,56,45
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",5,"Male","","Urban",,,,,,,,,,,,,0.8634,0.689,0.029,0.0363,307,248
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",1,"Female","","Rural",,,,,,,,,,,,,0.0295,0.001,0.0148,0.0033,6,1
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",1,"Female","","Urban",,,,,,,,,,,,,0.0624,0.0187,0.0202,0.0132,14,5
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",1,"Male","","Rural",,,,,,,,,,,,,0.0076,0,0.0066,0,2,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",1,"Male","","Urban",,,,,,,,,,,,,0.0246,0.0024,0.0112,0.0032,10,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",2,"Female","","Rural",,,,,,,,,,,,,0.1311,0.0237,0.0332,0.0123,35,5
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",2,"Female","","Urban",,,,,,,,,,,,,0.1346,0.0314,0.0238,0.0097,49,11
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",2,"Male","","Rural",,,,,,,,,,,,,0.0548,0.0158,0.0201,0.0129,13,2
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",2,"Male","","Urban",,,,,,,,,,,,,0.0683,0.0133,0.0216,0.0071,19,4
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",3,"Female","","Rural",,,,,,,,,,,,,0.1952,0.034,0.0334,0.0207,41,10
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",3,"Female","","Urban",,,,,,,,,,,,,0.2293,0.0622,0.0307,0.0154,94,22
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",3,"Male","","Rural",,,,,,,,,,,,,0.0681,0.0243,0.0242,0.0128,16,6
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",3,"Male","","Urban",,,,,,,,,,,,,0.1215,0.0411,0.0252,0.0144,50,16
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",4,"Female","","Rural",,,,,,,,,,,,,0.2029,0.0573,0.046,0.0251,30,8
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",4,"Female","","Urban",,,,,,,,,,,,,0.3237,0.1301,0.0341,0.025,135,52
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",4,"Male","","Rural",,,,,,,,,,,,,0.1769,0.0585,0.0415,0.0246,29,7
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",4,"Male","","Urban",,,,,,,,,,,,,0.2048,0.0681,0.0237,0.018,89,26
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",5,"Female","","Rural",,,,,,,,,,,,,0.5158,0.3065,0.1072,0.1064,59,31
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",5,"Female","","Urban",,,,,,,,,,,,,0.6358,0.3867,0.0387,0.0486,281,168
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",5,"Male","","Rural",,,,,,,,,,,,,0.3659,0.1588,0.0881,0.0735,46,21
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",5,"Male","","Urban",,,,,,,,,,,,,0.5485,0.3242,0.0529,0.0577,260,155
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",1,"Female","","Rural",,,,,,,,,,,,,0.7974,0.6233,0.0419,0.0478,269,213
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",1,"Female","","Urban",,,,,,,,,,,,,0.9198,0.8293,0.0558,0.0667,102,99
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",1,"Male","","Rural",,,,,,,,,,,,,0.7507,0.5517,0.0453,0.0522,281,206
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",1,"Male","","Urban",,,,,,,,,,,,,0.8646,0.71,0.0757,0.0883,114,94
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",2,"Female","","Rural",,,,,,,,,,,,,0.9455,0.8352,0.0207,0.0223,286,252
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",2,"Female","","Urban",,,,,,,,,,,,,0.9432,0.8031,0.0211,0.0467,161,132
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",2,"Male","","Rural",,,,,,,,,,,,,0.9069,0.7787,0.0222,0.0316,266,225
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",2,"Male","","Urban",,,,,,,,,,,,,0.9246,0.7819,0.0239,0.0424,186,159
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",3,"Female","","Rural",,,,,,,,,,,,,0.9577,0.8904,0.0155,0.0249,249,230
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",3,"Female","","Urban",,,,,,,,,,,,,0.9586,0.8755,0.0173,0.0251,228,206
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",3,"Male","","Rural",,,,,,,,,,,,,0.9513,0.8357,0.0141,0.0319,248,214
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",3,"Male","","Urban",,,,,,,,,,,,,0.9362,0.812,0.0222,0.0395,195,170
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",4,"Female","","Rural",,,,,,,,,,,,,0.9696,0.9033,0.0203,0.034,155,148
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",4,"Female","","Urban",,,,,,,,,,,,,0.9673,0.8988,0.0142,0.0232,264,245
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",4,"Male","","Rural",,,,,,,,,,,,,0.9684,0.8757,0.0165,0.0321,196,179
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",4,"Male","","Urban",,,,,,,,,,,,,0.9613,0.875,0.0112,0.0227,311,284
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",5,"Female","","Rural",,,,,,,,,,,,,0.9874,0.9485,0.018,0.035,92,86
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",5,"Female","","Urban",,,,,,,,,,,,,0.9853,0.9513,0.0085,0.0138,365,353
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",5,"Male","","Rural",,,,,,,,,,,,,0.9793,0.936,0.0184,0.0321,76,71
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",5,"Male","","Urban",,,,,,,,,,,,,0.9888,0.9603,0.0073,0.0134,410,404
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",1,"","No","Rural",,,,,,,,,,,,,0.0801,0.0165,0.0486,0.0266,7,0
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",1,"","No","Urban",,,,,,,,,,,,,0.0415,0,0.0512,0,2,0
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",1,"","Yes","Rural",,,,,,,,,,,,,0.1528,0.0445,0.0212,0.0108,121,33
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",1,"","Yes","Urban",,,,,,,,,,,,,0.1811,0.0593,0.0279,0.0177,66,26
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",2,"","No","Rural",,,,,,,,,,,,,0.0786,0.0137,0.0535,0.0291,3,1
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",2,"","No","Urban",,,,,,,,,,,,,0.1528,0.0486,0.1392,0.0879,3,0
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",2,"","Yes","Rural",,,,,,,,,,,,,0.151,0.039,0.0242,0.0118,77,22
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",2,"","Yes","Urban",,,,,,,,,,,,,0.2265,0.0591,0.0327,0.0135,78,25
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",3,"","No","Rural",,,,,,,,,,,,,0.0655,0.0339,0.0616,0.053,1,0
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",3,"","No","Urban",,,,,,,,,,,,,0.1141,0.0456,0.0614,0.0531,4,2
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",3,"","Yes","Rural",,,,,,,,,,,,,0.2084,0.0655,0.0261,0.0151,111,30
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",3,"","Yes","Urban",,,,,,,,,,,,,0.2944,0.1045,0.0289,0.0196,139,55
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",4,"","No","Rural",,,,,,,,,,,,,0.1229,0.0546,0.1343,0.0714,2,1
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",4,"","No","Urban",,,,,,,,,,,,,0.2951,0.1149,0.1052,0.082,9,1
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",4,"","Yes","Rural",,,,,,,,,,,,,0.2397,0.0736,0.0285,0.0274,100,19
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",4,"","Yes","Urban",,,,,,,,,,,,,0.3719,0.142,0.0407,0.0292,204,75
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",5,"","No","Urban",,,,,,,,,,,,,0.6269,0.3733,0.0834,0.0897,41,23
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",5,"","Yes","Rural",,,,,,,,,,,,,0.3032,0.1178,0.0553,0.0296,53,23
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",5,"","Yes","Urban",,,,,,,,,,,,,0.5719,0.3226,0.0311,0.0314,494,274
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",1,"","No","Rural",,,,,,,,,,,,,0.0163,0.0047,0.0085,0.0034,12,4
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",1,"","No","Urban",,,,,,,,,,,,,0.0074,0,0.0125,0,1,0
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",1,"","Yes","Rural",,,,,,,,,,,,,0.0299,0.0018,0.0132,0.004,8,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",1,"","Yes","Urban",,,,,,,,,,,,,0.0332,0.0085,0.0286,0.0112,2,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",2,"","No","Rural",,,,,,,,,,,,,0.0151,4e-04,0.0132,0.0013,3,0
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",2,"","No","Urban",,,,,,,,,,,,,0.0196,0,0.0283,0,0,0
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",2,"","Yes","Rural",,,,,,,,,,,,,0.0622,0.0083,0.0175,0.0061,21,2
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",2,"","Yes","Urban",,,,,,,,,,,,,0.0796,0.0108,0.0429,0.0179,6,0
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",3,"","No","Rural",,,,,,,,,,,,,0.0343,0.0082,0.0188,0.0093,10,3
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",3,"","No","Urban",,,,,,,,,,,,,0.062,0.026,0.0387,0.0306,3,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",3,"","Yes","Rural",,,,,,,,,,,,,0.0639,0.0153,0.0153,0.0081,33,8
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",3,"","Yes","Urban",,,,,,,,,,,,,0.0968,0.019,0.0349,0.016,13,2
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",4,"","No","Rural",,,,,,,,,,,,,0.0454,0.0086,0.0231,0.0088,6,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",4,"","No","Urban",,,,,,,,,,,,,0.1098,0.0093,0.0574,0.0204,7,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",4,"","Yes","Rural",,,,,,,,,,,,,0.1253,0.0289,0.0233,0.0105,60,14
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",4,"","Yes","Urban",,,,,,,,,,,,,0.17,0.0508,0.0351,0.0167,39,13
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",5,"","No","Rural",,,,,,,,,,,,,0.184,0.0726,0.0586,0.0455,17,10
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",5,"","No","Urban",,,,,,,,,,,,,0.2351,0.0825,0.0558,0.05,20,4
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",5,"","Yes","Rural",,,,,,,,,,,,,0.2629,0.1078,0.061,0.0351,98,39
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location & Wealth",5,"","Yes","Urban",,,,,,,,,,,,,0.2704,0.0833,0.0296,0.0167,115,37
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",1,"","No","Rural",,,,,,,,,,,,,0.0644,0.0168,0.0265,0.0119,14,6
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",1,"","No","Urban",,,,,,,,,,,,,0.0693,0.0286,0.0402,0.0313,5,2
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",1,"","Yes","Rural",,,,,,,,,,,,,0.198,0.0552,0.025,0.0136,116,31
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",1,"","Yes","Urban",,,,,,,,,,,,,0.2096,0.0667,0.0471,0.0223,52,20
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",2,"","No","Rural",,,,,,,,,,,,,0.0482,0.0039,0.0292,0.0065,8,2
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",2,"","No","Urban",,,,,,,,,,,,,0.0568,0.0174,0.0287,0.0163,8,1
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",2,"","Yes","Rural",,,,,,,,,,,,,0.2354,0.0734,0.0279,0.0174,114,31
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",2,"","Yes","Urban",,,,,,,,,,,,,0.26,0.1026,0.0513,0.0319,63,25
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",3,"","No","Rural",,,,,,,,,,,,,0.1637,0.0404,0.0575,0.0287,23,5
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",3,"","No","Urban",,,,,,,,,,,,,0.0502,0.0117,0.0272,0.0129,8,2
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",3,"","Yes","Rural",,,,,,,,,,,,,0.2768,0.0966,0.0298,0.0197,129,41
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",3,"","Yes","Urban",,,,,,,,,,,,,0.3031,0.119,0.0289,0.0244,95,33
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",4,"","No","Rural",,,,,,,,,,,,,0.1339,0.0267,0.0529,0.0226,12,3
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",4,"","No","Urban",,,,,,,,,,,,,0.1174,0.0276,0.0296,0.0153,19,6
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",4,"","Yes","Rural",,,,,,,,,,,,,0.349,0.1394,0.0347,0.0288,120,42
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",4,"","Yes","Urban",,,,,,,,,,,,,0.3741,0.1404,0.0297,0.0266,199,65
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",5,"","No","Rural",,,,,,,,,,,,,0.1887,0.0543,0.0889,0.0476,7,3
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",5,"","No","Urban",,,,,,,,,,,,,0.2743,0.0992,0.0449,0.0321,36,11
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",5,"","Yes","Rural",,,,,,,,,,,,,0.4578,0.2121,0.0393,0.0462,83,32
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Location & Wealth",5,"","Yes","Urban",,,,,,,,,,,,,0.6233,0.3564,0.0335,0.0338,462,250
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",1,"","No","Rural",,,,,,,,,,,,,0.4992,0.2556,0.0838,0.0643,56,28
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",1,"","No","Urban",,,,,,,,,,,,,0.4729,0.3054,0.0715,0.0624,70,49
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",1,"","Yes","Rural",,,,,,,,,,,,,0.6071,0.3826,0.0469,0.0391,174,108
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",1,"","Yes","Urban",,,,,,,,,,,,,0.6597,0.4609,0.0409,0.0424,240,172
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",2,"","No","Rural",,,,,,,,,,,,,0.6478,0.4149,0.0801,0.0878,31,23
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",2,"","No","Urban",,,,,,,,,,,,,0.5523,0.358,0.0593,0.0621,80,55
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",2,"","Yes","Rural",,,,,,,,,,,,,0.7352,0.5552,0.0645,0.0663,200,152
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",2,"","Yes","Urban",,,,,,,,,,,,,0.7264,0.5242,0.034,0.0388,331,236
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",3,"","No","Rural",,,,,,,,,,,,,0.7281,0.525,0.0948,0.1226,23,15
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",3,"","No","Urban",,,,,,,,,,,,,0.6315,0.4729,0.0592,0.0677,68,51
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",3,"","Yes","Rural",,,,,,,,,,,,,0.7926,0.5866,0.041,0.0506,154,111
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",3,"","Yes","Urban",,,,,,,,,,,,,0.8367,0.6365,0.0261,0.0358,469,371
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",4,"","No","Rural",,,,,,,,,,,,,0.8747,0.6136,0.0864,0.1542,17,12
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",4,"","No","Urban",,,,,,,,,,,,,0.6593,0.4769,0.0645,0.0735,78,58
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",4,"","Yes","Rural",,,,,,,,,,,,,0.9155,0.7393,0.041,0.0446,152,122
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",4,"","Yes","Urban",,,,,,,,,,,,,0.8872,0.7271,0.02,0.0298,547,454
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",5,"","No","Rural",,,,,,,,,,,,,0.7345,0.5858,0.1936,0.1836,15,10
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",5,"","No","Urban",,,,,,,,,,,,,0.7722,0.5956,0.0686,0.0747,109,88
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",5,"","Yes","Rural",,,,,,,,,,,,,0.9672,0.8345,0.0236,0.0458,113,102
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Wealth",5,"","Yes","Urban",,,,,,,,,,,,,0.9285,0.7959,0.016,0.0245,564,484
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",1,"","No","Rural",,,,,,,,,,,,,0.0208,6e-04,0.0093,0.0019,8,1
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",1,"","No","Urban",,,,,,,,,,,,,0.043,0.0099,0.0123,0.0059,23,5
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",1,"","Yes","Rural",,,,,,,,,,,,,0,0,0,0,0,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",1,"","Yes","Urban",,,,,,,,,,,,,0.0296,0.0118,0.0301,0.026,1,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",2,"","No","Rural",,,,,,,,,,,,,0.1015,0.0217,0.0258,0.0109,48,7
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",2,"","No","Urban",,,,,,,,,,,,,0.1049,0.0228,0.0183,0.007,65,14
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",2,"","Yes","Rural",,,,,,,,,,,,,0.0166,0,0.0254,0,0,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",2,"","Yes","Urban",,,,,,,,,,,,,0.0545,0.0174,0.0382,0.0277,3,1
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",3,"","No","Rural",,,,,,,,,,,,,0.1412,0.0307,0.0241,0.0137,56,16
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",3,"","No","Urban",,,,,,,,,,,,,0.1824,0.0533,0.0238,0.0116,140,37
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",3,"","Yes","Rural",,,,,,,,,,,,,0.0221,0,0.0359,0,1,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",3,"","Yes","Urban",,,,,,,,,,,,,0.0745,0.0268,0.0418,0.0327,4,1
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",4,"","No","Rural",,,,,,,,,,,,,0.1993,0.0614,0.0333,0.0208,59,15
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",4,"","No","Urban",,,,,,,,,,,,,0.2591,0.0937,0.0243,0.0169,210,70
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",4,"","Yes","Rural",,,,,,,,,,,,,0,0,0,0,0,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",4,"","Yes","Urban",,,,,,,,,,,,,0.3172,0.1843,0.0836,0.0769,14,8
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",5,"","No","Rural",,,,,,,,,,,,,0.4316,0.2157,0.0878,0.0793,95,45
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",5,"","No","Urban",,,,,,,,,,,,,0.5656,0.3233,0.0362,0.0383,467,263
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",5,"","Yes","Rural",,,,,,,,,,,,,0.4853,0.3691,0.2278,0.2317,10,7
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Wealth",5,"","Yes","Urban",,,,,,,,,,,,,0.7869,0.6057,0.0649,0.0929,74,60
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Wealth",1,"","No","Rural",,,,,,,,,,,,,0.6194,0.3881,0.0655,0.0564,153,104
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Wealth",1,"","No","Urban",,,,,,,,,,,,,0.7079,0.5266,0.2169,0.2273,9,8
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Wealth",1,"","Yes","Rural",,,,,,,,,,,,,0.8652,0.7046,0.0264,0.0379,397,315
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Wealth",1,"","Yes","Urban",,,,,,,,,,,,,0.9093,0.7907,0.046,0.0564,207,185
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Wealth",2,"","No","Rural",,,,,,,,,,,,,0.7688,0.57,0.0758,0.104,39,27
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Wealth",2,"","No","Urban",,,,,,,,,,,,,0.7473,0.5301,0.1919,0.317,12,6
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Wealth",2,"","Yes","Rural",,,,,,,,,,,,,0.9412,0.8295,0.0137,0.0197,513,450
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Wealth",2,"","Yes","Urban",,,,,,,,,,,,,0.9436,0.8063,0.0131,0.0277,335,285
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Wealth",3,"","No","Rural",,,,,,,,,,,,,0.8549,0.6494,0.0877,0.1224,17,12
